n_grid_cells,total_population,mean_physical_gb_pct,mean_accessible_A_pct,mean_physical_access_gap_pct,zero_accessible_A_pct_cells,zero_accessible_A_pct_population
13956,5573300.9,27.409010444211834,1.1431358206022877,26.265874623609545,93.70879908283176,86.59323597618781
